Age,Date,A,B,C,D,E
45,2000-12-21,525.9,389.0,928.7,,676.2
40,1993-06-19,,,1036.7,984.7,903.4
21,1979-08-09,,646.6,1351.6,,1070.6
46,2005-09-07,446.9,,720.9,672.5,692.8
64,1999-03-11,,,,937.2,
32,1973-01-21,1298.1,,1538.6,1826.2,1092.6
35,1983-01-28,1056.5,561.6,1338.1,1332.0,
49,1991-06-03,746.7,479.5,,1184.8,864.8
17,2014-12-30,,237.8,477.8,,453.8
21,1990-10-29,842.3,,,1229.3,823.2
61,1984-12-26,873.4,,,1430.1,968.2
30,2003-11-12,,335.1,,,
23,1970-06-12,,,1700.2,,1271.7
22,1993-12-28,,,,,797.4
16,1996-06-26,,,,926.3,725.0
28,1982-12-13,942.8,,,1307.0,946.2
53,2011-09-23,299.9,239.2,586.9,,544.8
20,2020-10-05,,,330.0,201.5,373.6
41,1973-05-21,1214.7,739.1,1750.4,1720.4,1177.4
42,1992-08-01,,,,,782.1
58,2011-01-27,,278.6,568.9,490.0,548.1
18,1983-04-16,1075.3,561.8,1313.8,,1053.5
64,2004-02-29,,345.7,787.9,777.6,698.8
46,2000-02-20,,,913.3,,
36,2011-11-14,,,,472.4,514.3
20,1999-11-21,,413.4,801.1,830.7,688.3
62,1972-08-20,,670.9,1476.1,1860.5,1074.1
41,1992-06-18,,481.6,979.6,998.1,854.8
37,2008-02-21,408.5,,717.8,631.8,
37,1978-05-31,,,,1566.4,1009.4
56,1990-03-09,,513.2,,1230.5,827.0
51,2019-01-09,,,,271.9,411.2
34,1970-01-12,,745.1,,,1229.2
50,1989-08-22,874.3,546.2,,1148.8,856.1
26,2015-11-30,,222.1,477.5,353.1,435.8
41,2001-02-21,,378.9,,,757.0
48,1987-06-08,,592.6,1192.8,,
50,1986-07-20,,,,1310.7,
31,2001-09-18,,392.3,761.8,,
28,2019-03-30,,,,263.9,
53,1983-08-27,,628.5,1258.8,,1062.5
35,2000-12-23,,,924.7,,
17,1999-06-06,619.7,,,838.7,
36,1985-08-15,929.4,,,1421.1,
29,1984-03-12,,,1195.0,,991.5
62,2006-09-10,440.7,,663.6,,
34,1981-02-03,1109.5,,,1559.7,
46,1970-05-08,1316.9,716.9,,1742.7,
20,1974-09-23,,,,1724.6,
26,1974-06-25,,,,1798.1,1062.1
45,2000-02-22,630.2,378.6,803.0,922.3,
52,1980-04-10,,,,1570.5,956.5
62,2005-03-17,,,,,651.7
58,1999-06-21,616.8,,,,
67,2017-06-19,168.0,201.8,384.6,286.9,
14,2004-06-13,492.9,,799.2,775.1,708.2
27,2003-09-07,532.2,,,,
16,1981-07-28,,604.5,,,
42,2016-06-25,,211.0,434.9,,491.4
38,2001-12-10,,394.4,862.5,730.3,
37,2014-02-28,277.8,,519.2,,
27,1986-11-30,,602.8,,1160.0,
35,1981-09-26,1041.3,,1346.8,1313.9,
41,2002-08-21,,378.9,,759.1,
37,1992-08-01,,,1025.9,1165.3,
23,2020-05-26,108.0,,,,415.3
63,1997-07-12,,428.4,949.1,906.1,748.6
14,1996-08-21,669.7,412.8,,1006.4,
51,2007-01-08,,,,606.7,653.7
44,1979-02-13,1055.2,667.7,,1609.7,1144.2
52,2004-09-15,519.4,,797.5,774.4,673.6
40,2017-01-12,,,448.7,330.2,
49,2013-01-08,291.8,265.7,,,
32,2020-03-09,,170.0,,242.4,
28,1988-02-10,,575.0,,,
21,1998-04-22,576.2,450.8,,870.1,
46,1973-04-21,1191.6,,1631.1,1633.3,
52,2003-10-07,507.6,,,,
39,2005-09-23,429.3,,655.6,,
58,2006-01-30,,,,613.1,
47,2011-11-29,,,,457.8,
26,1986-05-30,,544.1,,,968.7
66,1980-08-21,,,,1513.3,
55,1985-05-26,1005.4,,1284.3,,
22,2000-06-13,,423.0,,,
50,2012-05-21,,,571.2,471.1,
60,1990-11-26,803.0,542.0,1096.2,,813.4
39,2011-11-08,323.1,,,533.6,500.8
48,1986-12-08,975.1,,1152.6,,
43,1978-03-13,,655.9,1589.4,1633.8,1076.6
25,1991-10-20,,,,1143.6,813.6
30,2002-04-06,,,,837.1,
63,1978-09-15,1170.6,668.9,,1478.3,1128.1
36,1972-07-18,,706.0,1604.4,1716.4,1070.7
28,1970-08-26,1410.1,,,1642.6,
47,1991-05-13,,520.5,1128.0,1239.5,836.5
34,2017-04-02,188.6,196.0,385.5,338.1,491.9
40,1987-12-19,956.6,485.0,1254.5,1251.7,896.4
16,2015-07-12,,,,,446.6
54,1972-11-20,1311.9,,,,
38,2005-04-22,488.7,,,707.4,600.0
16,2012-09-22,,,,496.3,503.9
24,1989-07-03,877.4,,1267.6,1123.7,930.5
38,1995-02-17,696.0,454.8,1073.1,,
17,1991-08-22,,482.0,,1204.7,777.5
14,2001-01-27,,365.3,776.1,,
40,2017-07-05,,,395.6,,450.1
37,1993-04-25,748.5,435.9,1100.5,,790.0
47,2019-02-28,,,,273.9,457.6
22,2004-12-22,,363.5,678.9,,667.2
38,2015-11-16,225.1,204.5,467.2,334.1,489.6
20,1981-09-07,,598.8,,1568.7,
55,1997-08-31,683.2,,978.2,885.0,708.0
61,1991-05-26,,535.0,1211.5,1238.8,
46,2014-08-15,263.8,240.5,484.7,361.4,482.7
31,1978-08-26,,612.2,,1456.1,
39,1995-01-25,,486.3,981.7,,
49,1983-10-28,,559.2,,,910.3
34,1986-06-23,,533.5,1134.9,1163.0,1018.4
17,2013-06-19,,,539.7,442.4,541.2
60,2019-10-08,,160.4,,239.3,
25,1992-06-16,759.5,,,,779.5
45,1973-11-30,,,,,1121.4
20,1970-03-21,1221.4,,1802.8,1672.3,1223.0
55,1987-01-21,930.1,504.6,1248.1,,
28,1996-06-26,706.6,,937.7,,
60,1990-12-19,835.8,,1064.1,,
55,1977-01-29,,,1380.5,,1064.8
24,1975-09-20,,664.8,1394.7,1612.2,1003.7
34,2012-02-29,,,,445.3,
62,2009-05-03,390.4,306.3,,,538.9
57,2004-09-05,,337.3,701.7,702.9,615.3
32,2015-04-03,,,,383.9,454.2
39,2011-02-06,315.0,,530.0,,553.4
22,1981-07-12,,663.1,,1313.7,1059.9
30,1986-12-15,831.8,,1351.9,1269.0,964.9
34,2015-03-08,235.5,216.6,,,532.8
16,1972-12-31,1326.0,,1651.9,1863.2,1086.2
33,2010-09-11,,,530.1,,
27,1987-08-09,874.8,,1258.2,1280.8,
48,2007-01-28,457.7,,624.0,594.1,
33,2020-09-08,106.7,,,,
18,1974-02-05,,,,1798.0,1136.0
22,2003-09-17,,,,676.7,732.7
60,2018-04-17,176.1,,,,
60,2007-11-13,402.9,,,,
51,1971-02-13,1267.6,677.6,1762.0,1917.6,
24,1970-05-17,,,1645.0,1612.7,1245.7
48,2007-07-14,,,,,552.1
66,1975-05-15,1276.9,704.9,,,
17,2013-03-18,281.2,227.6,558.0,,500.8
62,1996-09-07,706.7,,1030.3,,
18,2013-08-08,,,,439.0,
15,2005-08-23,,353.2,764.6,,
47,1975-04-20,,742.1,,1795.2,
66,1972-08-19,1222.4,,,,1193.8
17,1971-05-08,1379.9,,1668.0,1626.0,1082.5
66,1971-11-05,1291.6,712.7,,,1197.8
20,2007-03-28,401.3,288.2,688.2,691.6,
63,2011-02-25,339.8,,604.1,,503.3
33,1973-04-18,,,1645.7,,
21,1989-02-20,,,,1092.4,844.8
56,1979-06-10,,687.5,1437.5,,
46,1980-01-10,,,1450.7,1389.8,1067.8
38,1983-08-15,1001.7,,1358.9,,
39,1978-06-16,,,,1544.6,1112.7
17,2004-06-17,,372.3,,767.5,
32,1975-10-22,1160.2,672.2,1475.6,,
38,1991-08-24,842.2,517.3,1145.3,,
39,2001-08-15,582.5,393.7,762.2,,
21,1988-12-31,861.5,,,1224.3,909.8
24,2009-07-17,,,,,541.6
51,1994-01-11,,,1042.2,,
67,2007-02-14,,332.3,698.2,,
67,2020-04-11,114.7,,,215.6,376.1
19,1978-10-29,1108.0,,1351.6,,
38,1974-05-19,,,,1718.4,1059.3
48,1988-11-10,801.2,564.7,,1197.3,
35,2007-04-01,465.0,,695.8,,
54,1991-05-10,,,1106.0,,
23,2004-12-13,480.7,,,,632.3
19,1995-02-03,,452.5,,1084.9,
66,2008-03-27,431.6,305.6,,,
50,2008-05-22,357.3,326.6,600.5,,
20,2009-07-13,,297.9,563.9,552.7,570.7
44,2001-12-12,518.3,,,,767.9
18,2006-11-15,,288.3,,,614.1
43,2001-06-14,,349.6,773.9,799.4,
28,1998-11-01,,,973.7,830.8,
56,1992-10-15,,457.7,,,
26,2016-12-27,,185.7,,314.7,
20,2008-01-21,,,605.6,615.0,
57,2002-11-07,,,,,698.3
51,2000-01-22,578.7,,,,
36,2001-11-01,,376.4,795.6,802.0,674.0
40,1991-08-27,,,,1231.9,825.6
57,2009-04-19,340.5,309.0,,603.5,606.3
53,2000-12-04,,,,,676.7
65,1979-05-14,,,1445.4,,1100.9
42,1980-06-02,993.9,,1385.2,1547.7,1099.5
44,2002-10-17,529.8,,742.9,730.1,617.4
21,1982-07-05,,,,1279.8,
41,2011-01-22,,248.7,,,576.7
23,1979-08-01,,,1336.2,,967.9
28,2000-07-26,586.3,361.2,809.8,,697.4
37,2016-04-24,210.6,214.5,470.4,329.6,454.0
33,2002-01-18,593.3,400.9,880.6,,638.8
29,2003-08-02,517.4,347.6,,,
40,1988-07-20,,560.4,1187.4,1229.3,843.0
57,1973-03-26,1332.6,,1733.3,,
22,1979-12-07,,,1391.6,1578.0,1094.6
25,1981-01-29,1085.4,,1443.4,1495.3,
55,1987-03-21,924.6,,1230.1,1369.3,
49,1997-08-06,652.7,,946.2,949.6,751.9
51,1978-05-21,,,,,1135.3
32,2005-03-16,452.7,304.6,,,
15,1977-02-07,,,,1671.1,1105.9
30,2004-04-02,511.4,,688.2,,
42,2001-11-09,602.6,,776.0,861.0,
58,1984-07-29,,581.2,1334.7,,1061.0
22,2002-08-02,,,,740.3,
20,2018-07-18,171.8,173.5,,292.7,422.6
33,1999-06-30,609.3,,,,
49,2006-11-30,,,739.8,661.5,
34,1985-10-25,939.8,548.2,,1205.0,1005.6
23,1996-07-01,705.8,,1025.3,,742.0
31,1995-12-08,653.4,459.2,984.3,,751.4
37,1981-08-16,935.8,604.4,,1309.8,1085.6
26,2006-10-26,443.7,327.1,,624.9,597.0
35,1997-12-29,670.5,,856.4,919.3,
14,1982-12-10,1029.3,,,,1063.4
52,2014-09-09,254.1,206.6,,,517.0
40,1974-12-18,1081.2,,,1559.4,
26,2009-09-01,,306.8,614.7,,627.9
27,2012-04-20,,259.9,590.3,,572.1
61,2018-07-15,170.8,,,291.9,
43,1980-06-20,1127.9,,1402.5,1592.3,
56,2001-06-24,603.7,373.6,,,
57,1978-11-24,,,,1517.4,994.5
57,1970-09-06,,762.5,,,
66,2001-07-22,600.5,,,,755.0
22,2006-04-01,462.3,,,,
18,1992-08-12,822.8,,,989.5,
28,1975-05-26,,,1467.9,1528.6,1145.0
67,1981-08-10,,607.4,1302.1,1401.1,
36,1977-12-20,,663.5,,,
17,2016-06-11,201.6,202.7,,,
40,1982-08-01,,,1338.4,,
56,1976-05-02,1083.1,,,,
31,2002-04-04,,387.9,871.6,,752.2
16,2020-10-11,,141.2,,198.8,397.0
41,2013-12-16,,,,380.8,
54,1986-06-25,950.8,560.8,1123.8,,947.9
66,2004-03-11,,,807.2,,
34,1974-03-16,1143.5,696.9,1723.6,1626.1,
19,1975-06-28,,744.2,1605.2,1675.3,1045.0
58,1984-11-04,,622.4,1233.3,1417.9,
15,2018-03-10,150.9,200.8,,,452.5
45,1980-06-08,1023.1,,,1573.4,
19,1990-03-07,,545.7,1127.8,1247.3,
52,1987-06-29,946.5,,1299.3,,
30,2007-10-03,420.9,,721.8,,
55,2004-04-16,,,785.8,,702.0
18,1978-01-13,,657.3,1454.7,,
17,1987-08-01,798.5,537.4,1131.3,1366.8,
43,1997-03-06,,430.4,,996.8,736.5
51,2019-09-20,,,,,378.1
15,1986-11-11,907.8,,,1369.8,1014.1
48,2018-02-27,159.5,,403.1,270.9,427.5
58,1970-07-26,,,,1845.1,
61,1991-08-06,792.0,,1103.2,,915.1
54,1991-11-01,849.4,,1020.6,1085.6,
34,2010-03-05,,,655.3,,
19,1993-10-26,777.1,,1057.1,,767.0
43,1986-01-27,,611.0,1302.8,,
42,1972-03-05,1153.8,,1623.7,1713.9,1080.8
34,1982-07-09,1028.7,,,1286.9,
20,2012-06-11,278.3,,,461.5,
56,1981-06-07,,583.9,1324.4,1551.1,
59,1983-07-06,934.6,613.4,,1298.6,1048.8
55,2014-10-20,237.6,237.2,,,475.2
47,1971-05-19,1240.0,752.3,1686.1,,
42,2014-10-23,,205.3,,432.3,
49,1970-03-12,,767.4,,,
21,1972-02-10,,,,,1206.2
39,1974-08-19,1165.6,694.9,,1558.1,1035.2
27,1991-03-09,,,1088.6,,
64,2014-11-04,,,,406.1,
67,1990-08-01,,518.9,,1163.4,808.5
60,1983-09-16,,638.9,,,
46,2016-03-21,221.4,194.1,443.6,,428.4
29,1983-01-28,,,,1413.9,
26,1989-10-12,,,,,836.6
52,1986-12-08,932.2,585.5,,1330.4,951.7
53,1972-02-26,,,1746.7,1637.4,1076.7
57,2014-01-27,273.1,226.0,,,551.4
55,1982-03-31,,,,,949.8
25,1985-03-02,,,1319.0,,896.4
36,1971-12-12,,,,1579.5,
36,2010-08-29,364.5,271.9,,,560.8
15,1980-05-12,,681.7,1523.5,,1109.1
65,1987-06-04,916.4,,1307.4,,1010.6
28,1994-07-17,673.8,,,1042.8,826.9
38,1979-10-11,1137.7,651.3,,1374.4,1041.7
67,1990-04-13,805.4,505.7,1206.7,1219.7,871.0
21,2007-02-04,,340.5,620.5,,586.6
14,1990-04-22,,523.6,1111.1,,964.6
56,2009-11-04,395.3,281.6,591.4,,532.9
55,2002-12-13,,372.6,866.3,790.9,
26,1977-11-13,1132.7,,1495.0,,
32,1993-11-04,,,,1050.8,
40,2007-05-29,407.1,285.6,,636.5,671.0
53,1997-12-25,631.2,,,986.4,
35,1984-04-24,913.0,634.8,1192.8,,
14,2011-12-07,326.9,266.4,555.6,,
31,1994-09-15,,,,,748.4
52,2012-10-13,279.8,237.3,530.2,,478.5
19,1999-04-30,,419.3,967.9,826.3,
46,1991-03-01,811.4,,,,
38,2005-11-22,,302.3,698.9,666.5,576.3
18,2018-10-14,163.4,,350.5,249.4,
25,1993-01-25,,,1118.5,,
32,1986-09-01,884.9,,1145.0,1314.6,
63,2002-05-21,485.3,,824.4,833.3,
33,1992-10-15,821.2,459.5,,1152.8,
44,1984-02-27,1035.4,,1193.1,1386.7,
40,2009-08-20,397.1,278.1,562.0,588.0,597.6
56,2002-03-30,517.3,,,858.8,
25,1981-08-31,990.3,666.1,,1427.2,
36,1994-07-24,735.6,497.3,1092.9,1109.1,
41,2001-11-25,574.5,,,,700.0
40,1972-12-08,,,1734.7,,
61,2010-11-15,353.9,278.6,,480.7,585.5
44,1977-02-22,1137.6,650.1,,1732.6,
51,1976-04-26,1164.8,,1611.4,,1053.1
46,2010-07-26,,,,,519.9
24,2019-11-22,128.5,154.8,,,
51,1983-12-04,,643.3,1242.2,1450.8,972.8
56,2019-05-30,148.8,168.5,,258.3,398.3
42,1974-01-08,,,,1808.9,
53,1993-09-26,695.7,,967.1,1103.8,890.4
42,2009-09-07,,305.0,554.6,593.3,563.1
14,2015-11-21,234.4,191.4,,,440.0
58,1982-10-16,906.1,,,,
43,2019-05-08,128.0,166.3,,,
54,1971-04-14,,800.1,,,
48,2007-09-23,,307.8,703.3,632.3,
59,1977-05-04,1164.2,,,,1116.9
41,1978-01-27,1196.6,602.9,1398.5,,1129.7
35,1987-09-14,,,1295.0,,868.0
25,1995-07-26,,461.3,1089.0,915.5,760.1
55,2013-12-22,252.3,,,430.5,
57,1990-01-22,764.0,535.6,1134.6,1062.9,
43,1986-09-12,825.2,549.3,,1312.6,1027.9
51,1999-08-31,,,,934.7,
26,1998-02-18,620.1,,,1000.9,814.2
52,1980-08-26,,,,,1015.5
60,2020-05-03,,160.9,322.8,240.3,
31,1990-12-21,866.6,491.9,1031.3,,
59,2011-11-23,340.8,257.4,505.5,,506.0
35,1981-07-01,946.6,593.6,1477.8,,
45,1970-07-15,,,1653.6,1854.2,
56,1977-10-17,,,1549.1,1418.1,
58,2014-05-20,266.5,241.8,,,
62,1995-04-12,659.7,495.1,,,861.0
54,2012-05-21,,233.6,582.9,,528.1
31,2020-04-03,124.9,172.3,,,
27,2001-08-27,543.5,,911.3,,696.1
25,2015-07-01,227.9,229.0,484.1,,442.9
67,1994-09-10,657.7,427.7,,962.7,
41,1987-08-29,948.8,513.8,1261.1,,888.4
29,1971-11-20,1148.2,,,1833.7,1161.1
47,1971-06-15,1199.1,747.5,,,
45,1973-02-20,1178.5,753.8,,1753.4,1058.2
24,1983-03-10,,,,1263.0,945.5
54,1992-07-26,,470.1,,1118.2,765.4
61,1993-08-26,,515.7,1063.7,,
35,1985-10-22,,,,,916.0
62,1970-11-15,1296.9,768.9,,1945.4,
56,1972-11-26,,756.0,,1749.6,
18,2017-05-23,,,,327.8,415.1
44,2018-09-25,,186.9,360.3,273.4,
64,1995-09-19,,414.4,988.9,954.2,784.0
46,2001-09-19,577.9,345.4,,,689.6
54,2020-05-18,,,,,391.0
24,1975-11-07,1215.8,638.1,,,1075.8
58,1978-09-09,1052.7,674.5,,,
27,1984-07-30,956.0,635.8,1269.5,1379.8,911.0
57,1989-08-06,,,1102.1,1112.5,860.2
52,2002-06-16,579.8,373.6,,,
29,2011-07-30,,284.4,,472.3,
34,1981-01-31,1094.6,,1434.9,,1075.1
36,2001-06-26,,347.6,,789.6,
15,2007-11-23,413.6,,651.4,,
22,2006-10-11,442.2,338.3,,,
21,2018-02-02,170.6,,391.9,302.4,452.3
40,1975-01-22,,,1440.9,1684.2,
27,1991-07-05,766.1,,1055.0,1046.6,
47,1976-09-13,,,,1622.9,
23,1975-03-21,,,1429.5,1582.0,1064.4
31,1978-05-11,,,,1594.9,
55,1979-05-23,,,1479.8,1596.7,
42,2006-06-01,421.7,,,613.5,583.1
31,1983-06-25,,562.6,,1272.7,
61,1994-09-04,,503.7,1090.6,954.3,883.5
17,2015-07-16,,233.3,446.4,,503.4
31,1982-08-21,,603.8,1247.5,1502.4,
53,2001-05-08,582.0,365.3,,,
39,1977-06-17,,696.8,,,1117.0
40,1990-10-19,757.1,,1028.4,,821.4
14,1982-02-25,913.9,,1457.1,1552.5,
65,1996-07-12,,,889.3,,778.0
18,2006-01-05,466.2,,,612.1,650.7
32,2017-01-11,,210.1,,321.5,
45,2014-08-27,,,428.0,408.1,491.6
39,1996-01-21,,463.7,,1031.4,777.8
42,1982-04-16,,581.2,1315.0,1439.1,950.3
19,1980-10-04,1140.2,,1511.5,1403.8,953.2
50,2000-09-10,,351.8,,,716.2
31,2002-11-21,,,,771.5,652.0
28,2016-04-18,,,448.8,,493.8
62,2004-08-25,459.4,,775.9,,
60,1993-05-09,719.5,505.2,,,903.5
63,2000-09-17,,385.8,818.2,783.3,664.7
61,1999-05-21,646.1,431.1,875.7,,703.3
39,1980-02-20,1146.3,605.7,1415.5,,
16,2006-03-15,,,695.2,694.6,
38,2010-03-06,355.1,,,,592.3
38,2013-02-14,305.9,,,,
34,1978-08-04,1159.7,709.8,,1532.7,1037.0
58,2000-05-14,587.0,,,,
42,2010-08-28,318.4,291.2,,493.7,
50,1971-07-05,1223.5,733.4,1524.4,,
35,1987-06-03,842.5,,1243.3,1191.0,
17,2015-05-14,,,,,441.4
27,2008-11-23,,308.8,641.6,533.4,
60,1992-05-21,807.1,,1097.1,1089.3,
65,1995-12-14,,406.8,,985.2,786.7
60,2004-04-03,534.3,,,737.5,649.5
64,2002-01-23,539.4,365.8,,,631.2
37,1991-04-13,800.5,481.4,,,939.0
30,1971-09-29,1199.8,,1500.0,1836.7,
57,2019-08-30,131.5,175.3,,,392.3
39,1978-12-11,,,1350.0,,
28,1991-01-26,870.6,534.0,1035.1,1078.3,906.3
18,2020-01-13,,149.7,358.1,,439.7
66,1999-01-12,642.1,387.7,,879.3,755.8
35,2003-12-18,,,,,726.0
15,1992-04-18,835.1,,1187.9,1093.7,
47,1994-05-09,,479.2,,,
24,1991-01-11,873.1,464.0,1110.4,,804.5
48,1973-12-26,,700.8,,1586.7,
14,1994-06-04,674.6,,930.4,1053.4,873.9
60,1981-08-27,,,1364.2,,1022.3
41,1978-09-24,1175.9,607.3,,1649.9,1155.6
62,1994-05-17,791.5,506.8,,1080.3,794.3
31,2018-11-22,149.9,,368.5,259.2,
24,1987-10-03,,517.1,1125.9,1208.7,
19,2011-12-25,317.1,232.7,,500.1,
31,2015-08-29,,225.3,484.3,342.9,444.5
67,2007-03-28,438.4,,648.9,586.5,
44,2014-01-24,244.2,226.9,476.4,,467.2
66,1999-02-05,609.2,372.9,,,
61,1973-12-27,1322.3,736.2,1691.8,,
15,1971-08-14,,719.3,1593.3,,1129.8
54,2004-12-15,,335.8,,,
28,1971-11-05,,,1719.4,1705.6,1087.4
47,2018-12-07,,179.8,367.5,265.7,
31,2008-03-24,440.3,293.6,625.1,,587.7
16,1999-06-14,546.5,,814.9,884.7,
56,2015-06-02,243.7,223.0,429.2,,519.7
29,1996-08-21,,412.7,1028.1,977.1,
21,1979-05-03,1121.5,612.3,,,1000.5
19,1983-03-28,,649.6,1412.5,1307.2,1000.6
63,2019-11-07,117.4,152.2,,217.4,
60,1981-04-23,,,,1367.6,1092.3
15,2011-11-12,,,,,490.7
40,2008-06-27,400.0,315.1,,,
16,2018-08-06,,169.4,382.7,,404.9
43,1971-11-05,,,1557.8,,1161.1
40,1991-07-07,,,,,947.3
41,1995-01-23,748.6,451.9,935.8,1051.0,
33,1971-07-07,,,,,1251.3
45,1988-07-14,,564.6,,1168.0,
51,1987-10-02,,500.1,,1169.7,968.3
47,2013-03-22,,226.5,545.1,,
65,2006-06-18,484.3,,,674.2,
54,1984-01-15,1034.3,595.4,1333.1,,1032.8
32,1973-03-16,,643.0,1586.3,1641.0,1112.8
32,1977-01-15,1212.3,709.9,,,
14,1997-07-14,,405.5,854.0,,
59,1997-10-17,686.4,,,,797.3
30,1996-11-03,,432.0,963.3,,740.4
22,1996-12-07,,414.5,,1014.0,752.0
19,1999-02-12,656.1,404.4,,,
37,2002-12-30,,344.1,782.7,794.2,
53,1976-06-11,,,,,1077.8
50,1986-12-24,,,1119.3,1213.2,
66,2013-04-05,284.8,251.3,,,526.6
18,1999-07-09,654.1,402.1,875.8,826.0,687.2
62,1995-04-27,704.5,451.1,935.9,1045.8,
43,1988-11-07,938.0,580.4,1072.2,1319.4,
37,2017-07-11,170.7,188.9,364.1,,
34,1985-07-25,,571.2,,,
39,2015-08-27,,,,,515.3
55,2012-05-18,,,,509.4,
67,1972-09-01,1310.7,,,1810.0,
21,2001-12-30,,359.5,,733.6,
32,2010-06-18,,275.2,578.4,,
28,1997-12-20,,396.5,850.2,,690.7
55,1993-06-18,797.4,440.3,,1134.4,
32,1978-09-02,,604.3,,,1163.5
14,2012-08-28,,,520.0,495.7,
31,1999-08-28,,412.3,896.7,862.1,
21,1984-01-07,,,1276.1,1403.3,
53,1985-03-15,,,1239.3,1267.2,
21,1986-06-10,,547.0,1324.5,,
49,2019-09-22,120.7,,,,
48,2006-08-01,,,631.5,,
59,1975-06-20,1265.7,,1659.1,,1129.3
41,1995-08-10,632.3,,,,
38,2012-06-02,,269.2,,501.0,
23,2018-06-13,150.5,183.2,355.7,,480.2
62,2003-05-21,,,707.0,715.7,
36,1985-09-10,,579.4,,1346.1,
45,2003-07-03,473.3,,,,
52,1998-12-01,,,953.9,979.4,
37,2016-11-28,,209.6,,306.8,473.7
26,1981-02-15,,609.9,,1595.0,
41,2018-02-14,,175.3,,,
48,1994-01-21,,436.6,,,904.1
63,1988-08-17,785.5,,1221.6,1253.7,
22,2001-01-05,523.5,405.9,843.2,,755.1
65,1993-02-16,798.7,488.1,1073.7,1043.7,807.1
38,1992-05-19,769.2,,1099.5,,925.3
22,2004-10-13,467.5,,,704.5,
26,2020-08-18,,,,,395.3
61,1985-07-25,,528.4,1327.8,,939.3
67,1978-07-31,1066.9,584.6,,1496.4,
42,2011-03-25,,283.2,585.1,470.9,
58,1973-12-03,,666.4,1471.4,1633.4,1036.3
44,1984-08-11,939.3,,1181.5,1410.7,
66,2018-08-30,148.7,,379.1,266.5,400.5
52,1984-07-04,864.9,,,1330.3,908.5
46,2012-08-30,,,553.1,416.5,496.6
41,1976-04-13,1129.1,670.5,1550.9,1719.8,1191.2
42,2001-11-13,,407.2,831.7,,
25,1979-04-27,,,,1549.8,
60,2011-06-28,,270.4,508.7,,545.1
29,1976-04-22,,,,1739.3,
55,1979-12-31,,,,,1127.2
57,1973-08-03,1139.6,,1653.7,,1157.4
26,2005-02-02,496.3,,,643.7,
21,2012-07-24,,,,434.5,
42,1992-07-29,758.2,526.7,,1195.4,864.2
40,2000-08-28,,,839.3,,748.4
16,1987-06-08,822.3,,,,892.2
29,1978-08-23,1064.9,,,1581.8,993.3
38,2015-05-24,,203.3,,395.0,529.1
57,2002-07-08,582.3,,,,
27,1993-09-16,771.3,424.6,1014.6,951.3,818.0
18,1992-02-19,709.0,,1064.8,1034.1,872.0
50,1978-02-22,1137.5,711.5,,1604.1,
62,1991-09-27,,,,,797.7
37,1995-07-27,,,1047.4,,
65,1998-03-02,,,,,705.9
66,1970-01-30,1291.8,,,,1295.1
67,1996-12-25,602.0,398.0,,,715.0
21,2012-02-14,289.8,249.2,,449.6,505.9
63,1995-08-09,659.6,430.6,,1055.6,
36,1971-08-31,1303.9,694.8,,1729.5,1060.2
36,1972-08-23,1205.3,752.4,,,
48,1979-01-28,1009.5,,1548.5,,1062.9
39,1970-12-09,1289.9,,,1910.0,1119.6
15,1980-05-19,,586.1,1503.8,1411.0,1133.7
34,2003-10-14,489.8,354.0,773.2,737.6,
65,2011-09-03,,,538.9,509.2,
15,2013-01-09,,,,438.3,544.6
14,1970-06-23,1382.6,776.8,,1644.5,
44,2020-12-30,107.7,148.9,290.0,185.0,
36,2007-11-17,,,599.7,593.7,
49,2001-02-14,511.5,,815.5,764.6,
28,2019-05-21,,,,234.0,
30,1982-04-02,,557.4,1465.2,,
34,1989-07-29,,477.0,,,833.8
33,1972-04-26,1122.9,786.3,,1651.4,1219.9
15,2013-02-06,261.7,220.2,545.9,437.7,510.0
44,1976-02-18,,741.7,,,1069.1
25,2000-10-24,533.3,385.3,829.7,790.4,780.9
55,1998-09-10,,,859.2,,778.8
32,1997-03-21,682.8,415.7,1007.6,915.1,776.3
22,2004-07-25,,,,728.5,695.0
24,2009-07-23,364.1,265.6,633.1,,
53,2002-03-23,563.5,,,,
19,2012-12-25,,,519.9,412.7,521.8
51,1987-08-16,879.3,,1148.6,,
50,2008-06-17,408.9,271.5,689.6,598.5,631.5
35,1971-10-16,1246.6,,1747.0,,
32,1974-06-09,,,1466.4,1826.1,
66,1982-12-20,,,,,914.5
58,1995-11-21,,423.3,1071.3,,
51,1988-12-23,,,,,945.6
66,1987-02-21,,518.2,,,989.2
63,1979-02-20,1050.1,671.5,,,
34,1973-08-24,1160.9,716.3,1530.9,,
27,1988-10-31,,,,,947.1
67,2016-05-21,,,411.6,,
37,1992-12-02,748.2,,,1180.2,923.8
35,2008-03-23,,,676.1,,
23,1988-12-07,782.0,565.7,,,
39,1975-08-04,1283.6,,,1607.7,
60,2005-06-12,489.9,,728.2,682.1,
19,1974-09-11,1213.2,,,,
58,2017-02-04,,178.3,,352.0,459.0
25,1971-01-04,,,,1596.9,1111.1
45,2005-08-31,,,668.0,645.6,693.8
53,1977-11-15,1143.3,644.3,,1450.4,
41,2013-09-28,,224.0,490.6,,
28,2016-12-29,,,439.4,309.4,482.5
67,1994-06-17,,,,965.8,841.6
